Date,EUR_Rate
22/12/2023,3.97
25/12/2023,4.005
26/12/2023,4
27/12/2023,3.9655
28/12/2023,3.985
29/12/2023,3.98
01/01/2024,3.995
02/01/2024,3.967
03/01/2024,3.965
04/01/2024,3.973
05/01/2024,3.985
08/01/2024,3.985
09/01/2024,3.99
10/01/2024,3.995
11/01/2024,3.9975
12/01/2024,3.975
15/01/2024,3.984
16/01/2024,4
17/01/2024,3.988
18/01/2024,3.983
19/01/2024,4.005
22/01/2024,3.9857
23/01/2024,4.005
24/01/2024,3.995
25/01/2024,3.9824
26/01/2024,3.98
29/01/2024,3.949
30/01/2024,3.9635
31/01/2024,3.95
01/02/2024,3.9533
02/02/2024,3.9775
05/02/2024,3.9658
06/02/2024,3.965
07/02/2024,3.9843
08/02/2024,3.975
09/02/2024,3.968
12/02/2024,3.954
13/02/2024,3.969
14/02/2024,3.969
15/02/2024,3.975
16/02/2024,3.972
19/02/2024,3.9795
20/02/2024,3.973
21/02/2024,3.985
22/02/2024,3.972
23/02/2024,3.9825
26/02/2024,3.995
27/02/2024,3.971
28/02/2024,3.9738
29/02/2024,3.9898
01/03/2024,3.981
04/03/2024,3.995
05/03/2024,3.985
06/03/2024,3.985
07/03/2024,3.995
08/03/2024,3.979
11/03/2024,3.995
12/03/2024,3.985
13/03/2024,3.9805
14/03/2024,3.966
15/03/2024,3.9665
18/03/2024,3.982
19/03/2024,3.9924
20/03/2024,3.99
21/03/2024,3.972
22/03/2024,3.97
25/03/2024,3.97
26/03/2024,3.955
27/03/2024,3.937
28/03/2024,3.945
29/03/2024,3.945
01/04/2024,3.955
02/04/2024,3.931
03/04/2024,3.945
04/04/2024,3.935
05/04/2024,3.94
08/04/2024,3.955
09/04/2024,3.95
10/04/2024,3.94
11/04/2024,3.93
12/04/2024,3.92
15/04/2024,3.93
16/04/2024,3.94
17/04/2024,3.94
18/04/2024,3.911
19/04/2024,3.915
22/04/2024,3.9425
23/04/2024,3.903
24/04/2024,3.91
25/04/2024,3.92
26/04/2024,3.9175
29/04/2024,3.9175
30/04/2024,3.9
01/05/2024,3.9
02/05/2024,3.875
03/05/2024,3.8975
06/05/2024,3.895
07/05/2024,3.89
08/05/2024,3.854
09/05/2024,3.88
10/05/2024,3.88
13/05/2024,3.87
14/05/2024,3.8549
15/05/2024,3.8425
16/05/2024,3.8525
17/05/2024,3.85
20/05/2024,3.85
21/05/2024,3.85
22/05/2024,3.8525
23/05/2024,3.8525
24/05/2024,3.85
27/05/2024,3.8425
28/05/2024,3.805
29/05/2024,3.8095
30/05/2024,3.82
31/05/2024,3.835
03/06/2024,3.815
04/06/2024,3.775
05/06/2024,3.795
06/06/2024,3.7725
07/06/2024,3.805
10/06/2024,3.7835
11/06/2024,3.795
12/06/2024,3.785
13/06/2024,3.754
14/06/2024,3.78
17/06/2024,3.785
18/06/2024,3.785
19/06/2024,3.795
20/06/2024,3.775
21/06/2024,3.775
24/06/2024,3.775
25/06/2024,3.749
26/06/2024,3.752
27/06/2024,3.755
28/06/2024,3.745
01/07/2024,3.75
02/07/2024,3.755
03/07/2024,3.7465
04/07/2024,3.755
05/07/2024,3.743
08/07/2024,3.7405
09/07/2024,3.735
10/07/2024,3.75
11/07/2024,3.74
12/07/2024,3.745
15/07/2024,3.721
16/07/2024,3.73
17/07/2024,3.725
18/07/2024,3.715
19/07/2024,3.725
22/07/2024,3.713
23/07/2024,3.705
24/07/2024,3.695
25/07/2024,3.684
26/07/2024,3.681
29/07/2024,3.67
30/07/2024,3.66
31/07/2024,3.645
01/08/2024,3.64
02/08/2024,3.6
05/08/2024,3.58
06/08/2024,3.61
07/08/2024,3.606
08/08/2024,3.59
09/08/2024,3.625
12/08/2024,3.615
13/08/2024,3.605
14/08/2024,3.5782
15/08/2024,3.586
16/08/2024,3.578
19/08/2024,3.572
20/08/2024,3.569
21/08/2024,3.558
22/08/2024,3.55
23/08/2024,3.555
26/08/2024,3.5418
27/08/2024,3.544
28/08/2024,3.53
29/08/2024,3.5225
30/08/2024,3.53
02/09/2024,3.54
03/09/2024,3.53
04/09/2024,3.541
05/09/2024,3.5215
06/09/2024,3.5
09/09/2024,3.5
10/09/2024,3.4975
11/09/2024,3.495
12/09/2024,3.48
13/09/2024,3.505
16/09/2024,3.503
17/09/2024,3.4775
18/09/2024,3.503
19/09/2024,3.4775
20/09/2024,3.465
23/09/2024,3.4272
24/09/2024,3.406
25/09/2024,3.415
26/09/2024,3.395
27/09/2024,3.355
30/09/2024,3.314
01/10/2024,3.3123
02/10/2024,3.275
03/10/2024,3.275
04/10/2024,3.305
07/10/2024,3.275
08/10/2024,3.2565
09/10/2024,3.2575
10/10/2024,3.235
11/10/2024,3.235
14/10/2024,3.243
15/10/2024,3.234
16/10/2024,3.207
17/10/2024,3.165
18/10/2024,3.165
21/10/2024,3.168
22/10/2024,3.1475
23/10/2024,3.1375
24/10/2024,3.116
25/10/2024,3.105
28/10/2024,3.115
29/10/2024,3.105
30/10/2024,3.135
31/10/2024,3.141
01/11/2024,3.1365
04/11/2024,3.125
05/11/2024,3.144
06/11/2024,3.115
07/11/2024,3.105
08/11/2024,3.0971
11/11/2024,3.093
12/11/2024,3.078
13/11/2024,3.066
14/11/2024,3.055
15/11/2024,3.045
18/11/2024,3.055
19/11/2024,3.055
20/11/2024,3.035
21/11/2024,3.065
22/11/2024,2.957
25/11/2024,2.965
26/11/2024,2.985
27/11/2024,2.96
28/11/2024,2.975
29/11/2024,2.965
02/12/2024,2.945
03/12/2024,2.9735
04/12/2024,2.984
05/12/2024,2.965
06/12/2024,2.955
09/12/2024,2.925
10/12/2024,2.925
11/12/2024,2.9485
12/12/2024,2.918
13/12/2024,2.93
16/12/2024,2.921
17/12/2024,2.914
18/12/2024,2.885
19/12/2024,2.9025
20/12/2024,2.887
23/12/2024,2.855
24/12/2024,2.852
25/12/2024,2.9
26/12/2024,2.852
27/12/2024,2.84
30/12/2024,2.8075
31/12/2024,2.845
01/01/2025,2.8725
02/01/2025,2.795
03/01/2025,2.8155
06/01/2025,2.815
07/01/2025,2.805
08/01/2025,2.7803
09/01/2025,2.7873
10/01/2025,2.7905
13/01/2025,2.775
14/01/2025,2.811
15/01/2025,2.8025
16/01/2025,2.779
17/01/2025,2.755
20/01/2025,2.735
21/01/2025,2.73
22/01/2025,2.725
23/01/2025,2.755
24/01/2025,2.7555
27/01/2025,2.695
28/01/2025,2.7145
29/01/2025,2.685
30/01/2025,2.6843
31/01/2025,2.6725
03/02/2025,2.646
04/02/2025,2.615
05/02/2025,2.64
06/02/2025,2.6275
07/02/2025,2.618
10/02/2025,2.635
11/02/2025,2.585
12/02/2025,2.617
13/02/2025,2.5958
14/02/2025,2.58
17/02/2025,2.598
18/02/2025,2.6035
19/02/2025,2.594
20/02/2025,2.575
21/02/2025,2.5505
24/02/2025,2.5594
25/02/2025,2.551
26/02/2025,2.5566
27/02/2025,2.516
28/02/2025,2.495
03/03/2025,2.495
04/03/2025,2.515
05/03/2025,2.5275
06/03/2025,2.526
07/03/2025,2.506
10/03/2025,2.518
11/03/2025,2.514
12/03/2025,2.513
13/03/2025,2.499
14/03/2025,2.48
17/03/2025,2.487
18/03/2025,2.495
19/03/2025,2.455
20/03/2025,2.467
21/03/2025,2.461
24/03/2025,2.415
25/03/2025,2.41
26/03/2025,2.411
27/03/2025,2.4
28/03/2025,2.38
31/03/2025,2.4065
01/04/2025,2.37
02/04/2025,2.38
03/04/2025,2.38
04/04/2025,2.33
07/04/2025,2.317
08/04/2025,2.3058
09/04/2025,2.275
10/04/2025,2.2975
11/04/2025,2.285
14/04/2025,2.2825
15/04/2025,2.286
16/04/2025,2.26
17/04/2025,2.227
18/04/2025,2.2701
21/04/2025,2.33
22/04/2025,2.225
23/04/2025,2.227
24/04/2025,2.215
25/04/2025,2.215
28/04/2025,2.198
29/04/2025,2.195
30/04/2025,2.179
